# relative_time, cycles_done, cur_item, corpus_count, pending_total, pending_favs, map_size, saved_crashes, saved_hangs, max_depth, execs_per_sec, total_execs, edges_found
3279, 0, 3226, 3232, 3085, 289, 8.06%, 39, 1, 33, 561.53, 2198454, 5284
3285, 0, 3193, 3234, 3086, 288, 8.06%, 39, 1, 34, 597.45, 2201446, 5284
3290, 0, 3193, 3238, 3090, 288, 8.06%, 39, 1, 34, 715.43, 2205293, 5284
3295, 0, 3193, 3238, 3090, 288, 8.06%, 39, 1, 34, 751.19, 2209153, 5284
3300, 0, 3193, 3238, 3090, 288, 8.06%, 39, 1, 34, 719.78, 2212727, 5284
3305, 0, 3193, 3239, 3091, 288, 8.06%, 39, 1, 34, 716.68, 2216472, 5284
3310, 0, 3193, 3239, 3091, 288, 8.06%, 39, 1, 34, 730.84, 2220252, 5284
3315, 0, 3193, 3241, 3093, 288, 8.06%, 39, 1, 34, 694.95, 2223803, 5284
3320, 0, 3227, 3241, 3092, 289, 8.06%, 39, 1, 34, 575.42, 2226582, 5284
3325, 0, 3227, 3242, 3093, 289, 8.06%, 39, 1, 34, 553.02, 2229357, 5284
3330, 0, 2253, 3242, 3092, 288, 8.06%, 39, 1, 34, 582.43, 2232249, 5284
3335, 0, 3218, 3243, 3091, 286, 8.06%, 39, 1, 34, 584.27, 2235220, 5284
3340, 0, 3218, 3244, 3092, 286, 8.06%, 39, 1, 34, 587.58, 2238203, 5284
3345, 0, 3218, 3248, 3096, 286, 8.06%, 39, 1, 34, 625.07, 2241424, 5284
3351, 0, 3218, 3248, 3096, 286, 8.06%, 39, 1, 34, 630.70, 2244783, 5284
3356, 0, 2197, 3248, 3095, 287, 8.06%, 39, 1, 34, 624.10, 2247886, 5284
3361, 0, 2197, 3274, 3121, 287, 8.07%, 40, 1, 34, 578.43, 2250723, 5286
3366, 0, 2514, 3279, 3124, 288, 8.07%, 40, 1, 34, 715.04, 2254538, 5286
3371, 0, 3260, 3279, 3123, 287, 8.07%, 40, 1, 34, 619.74, 2257799, 5286
3376, 0, 2474, 3283, 3126, 286, 8.07%, 40, 1, 34, 589.96, 2260783, 5286
3381, 0, 2474, 3285, 3128, 286, 8.07%, 40, 1, 34, 569.04, 2263590, 5286
3387, 0, 1896, 3286, 3128, 285, 8.07%, 40, 1, 34, 615.23, 2266816, 5286
3392, 0, 3073, 3286, 3127, 284, 8.07%, 40, 1, 34, 595.67, 2269859, 5286
3397, 0, 3073, 3288, 3129, 284, 8.07%, 40, 1, 34, 614.96, 2272973, 5286
3402, 0, 2590, 3288, 3127, 283, 8.07%, 40, 1, 34, 699.13, 2276497, 5286
3407, 0, 3097, 3291, 3129, 282, 8.07%, 40, 1, 34, 791.29, 2280733, 5287
3412, 0, 3097, 3291, 3129, 282, 8.07%, 40, 1, 34, 805.71, 2284820, 5287
3417, 0, 3090, 3292, 3129, 283, 8.07%, 40, 1, 34, 689.23, 2288181, 5287
3422, 0, 2892, 3294, 3130, 282, 8.07%, 40, 1, 34, 670.13, 2291631, 5287
3427, 0, 2892, 3297, 3133, 282, 8.07%, 40, 1, 34, 477.05, 2293753, 5287
3432, 0, 2892, 3305, 3141, 282, 8.07%, 40, 1, 34, 485.40, 2296203, 5287
3437, 0, 2892, 3306, 3142, 282, 8.07%, 40, 1, 34, 485.02, 2298748, 5287
3443, 0, 2892, 3307, 3143, 282, 8.07%, 40, 1, 34, 481.30, 2301248, 5287
3448, 0, 2892, 3312, 3148, 282, 8.07%, 40, 1, 34, 481.70, 2303695, 5287
3453, 0, 2892, 3314, 3150, 282, 8.07%, 40, 1, 34, 487.42, 2306139, 5287
3458, 0, 2892, 3315, 3151, 282, 8.07%, 40, 1, 34, 489.76, 2308621, 5287
3463, 0, 2892, 3316, 3152, 282, 8.07%, 40, 1, 34, 481.13, 2311130, 5287
3468, 0, 2892, 3317, 3153, 282, 8.07%, 40, 1, 34, 478.38, 2313531, 5287
3473, 0, 2892, 3317, 3153, 282, 8.07%, 40, 1, 34, 476.12, 2315907, 5287
3478, 0, 2892, 3318, 3154, 282, 8.07%, 40, 1, 34, 471.76, 2318263, 5287
3483, 0, 2892, 3318, 3154, 282, 8.07%, 40, 1, 34, 475.83, 2320639, 5287
3488, 0, 2892, 3320, 3156, 282, 8.07%, 40, 1, 34, 473.37, 2323047, 5287
3493, 0, 2892, 3321, 3157, 282, 8.07%, 40, 1, 34, 479.01, 2325547, 5287
3499, 0, 3093, 3322, 3157, 283, 8.07%, 40, 1, 34, 602.29, 2328776, 5287
3504, 0, 3093, 3324, 3159, 283, 8.07%, 40, 1, 34, 633.78, 2332077, 5287
3509, 0, 3093, 3325, 3160, 283, 8.07%, 40, 1, 34, 614.59, 2335291, 5287
3514, 0, 3213, 3331, 3165, 283, 8.07%, 40, 1, 34, 544.93, 2337838, 5287
3519, 0, 3213, 3333, 3167, 283, 8.07%, 40, 1, 34, 568.08, 2340746, 5287
3524, 0, 3213, 3334, 3168, 283, 8.07%, 40, 1, 34, 577.60, 2343734, 5287
3529, 0, 3213, 3335, 3169, 283, 8.07%, 40, 1, 34, 575.80, 2346612, 5287
3534, 0, 3213, 3336, 3170, 283, 8.07%, 40, 1, 34, 580.88, 2349523, 5287
3539, 0, 3213, 3337, 3171, 283, 8.07%, 40, 1, 34, 586.20, 2352500, 5287
3544, 0, 3213, 3337, 3171, 283, 8.07%, 40, 1, 34, 573.25, 2355360, 5287
3550, 0, 3213, 3338, 3172, 283, 8.07%, 40, 1, 34, 579.30, 2358260, 5287
3555, 0, 3213, 3340, 3174, 283, 8.07%, 40, 1, 34, 584.68, 2361178, 5287
3560, 0, 3213, 3342, 3176, 283, 8.07%, 40, 1, 34, 587.12, 2364129, 5288
3565, 0, 3213, 3343, 3177, 283, 8.07%, 40, 1, 34, 582.54, 2367128, 5288
3570, 0, 3213, 3343, 3177, 283, 8.07%, 40, 1, 34, 669.71, 2370601, 5288
3575, 0, 2248, 3343, 3176, 286, 8.07%, 40, 1, 34, 661.79, 2373902, 5288
3580, 0, 3195, 3343, 3174, 284, 8.07%, 40, 1, 34, 621.43, 2377259, 5288
3585, 0, 3195, 3343, 3174, 284, 8.07%, 40, 1, 34, 582.01, 2379884, 5288
3590, 0, 3237, 3344, 3174, 283, 8.07%, 40, 1, 34, 434.38, 2382230, 5288
3595, 0, 3237, 3347, 3177, 283, 8.07%, 40, 1, 34, 404.26, 2384098, 5288
3600, 0, 3237, 3351, 3181, 283, 8.07%, 40, 1, 34, 415.70, 2386190, 5288
3605, 0, 3237, 3354, 3184, 283, 8.07%, 40, 1, 34, 417.88, 2388275, 5288
3610, 0, 3237, 3354, 3184, 283, 8.07%, 40, 1, 34, 421.59, 2390387, 5288
3615, 0, 3237, 3358, 3188, 283, 8.12%, 40, 1, 34, 421.90, 2392495, 5321
3621, 0, 3237, 3360, 3190, 283, 8.12%, 40, 1, 34, 418.17, 2394661, 5321
3626, 0, 3237, 3362, 3192, 283, 8.12%, 40, 1, 34, 410.05, 2396723, 5321
3631, 0, 3237, 3363, 3193, 283, 8.12%, 40, 1, 34, 414.00, 2398810, 5321
3636, 0, 3237, 3363, 3193, 283, 8.12%, 40, 1, 34, 415.91, 2400978, 5321
3641, 0, 3237, 3363, 3193, 283, 8.12%, 40, 1, 34, 404.04, 2403034, 5321
3646, 0, 3337, 3364, 3193, 283, 8.12%, 40, 1, 34, 554.15, 2406096, 5321
3651, 0, 3337, 3366, 3195, 283, 8.12%, 40, 1, 34, 625.34, 2409332, 5321
3656, 0, 3337, 3367, 3196, 283, 8.12%, 40, 1, 34, 648.42, 2412675, 5321
3661, 0, 3337, 3367, 3196, 283, 8.12%, 40, 1, 34, 640.27, 2415903, 5321
3666, 0, 3337, 3367, 3196, 283, 8.12%, 41, 1, 34, 618.29, 2419032, 5321
3671, 0, 3105, 3368, 3196, 281, 8.12%, 41, 1, 34, 628.93, 2422152, 5321
3676, 0, 3105, 3371, 3199, 281, 8.12%, 41, 1, 34, 513.43, 2424773, 5321
3681, 0, 3105, 3376, 3204, 281, 8.12%, 41, 1, 34, 404.18, 2426656, 5321
3686, 0, 689, 3377, 3204, 282, 8.12%, 41, 1, 34, 458.32, 2428823, 5321
3691, 0, 3037, 3377, 3203, 281, 8.12%, 41, 1, 34, 613.35, 2432252, 5321
3696, 0, 3151, 3378, 3203, 279, 8.12%, 41, 1, 34, 537.15, 2435099, 5321
3702, 0, 3151, 3379, 3204, 279, 8.12%, 41, 1, 34, 67.01, 2437591, 5321
3707, 0, 272, 3379, 3203, 279, 8.12%, 42, 1, 34, 773.97, 2440841, 5321
3712, 0, 2738, 3379, 3202, 279, 8.12%, 42, 1, 34, 402.78, 2442634, 5321
3717, 0, 2738, 3380, 3203, 279, 8.12%, 42, 1, 34, 379.48, 2444451, 5321
3722, 0, 1868, 3381, 3203, 279, 8.12%, 42, 1, 34, 542.12, 2447268, 5322
3727, 0, 3365, 3381, 3202, 278, 8.12%, 42, 1, 34, 645.17, 2450873, 5322
3732, 0, 3365, 3382, 3203, 278, 8.12%, 42, 1, 34, 647.80, 2454212, 5322
3737, 0, 3110, 3382, 3201, 276, 8.12%, 42, 1, 34, 727.71, 2458200, 5322
3742, 0, 3110, 3385, 3204, 276, 8.12%, 42, 1, 34, 661.53, 2461494, 5322
3748, 0, 2423, 3385, 3203, 275, 8.12%, 42, 1, 34, 625.04, 2464540, 5322
3753, 0, 2228, 3385, 3202, 274, 8.12%, 42, 1, 34, 653.34, 2467784, 5322
3758, 0, 2228, 3394, 3211, 274, 8.12%, 42, 1, 34, 580.53, 2470717, 5322
3763, 0, 3275, 3395, 3210, 272, 8.12%, 42, 1, 34, 684.85, 2474175, 5322
3768, 0, 3275, 3401, 3216, 272, 8.12%, 42, 1, 34, 607.64, 2477201, 5322
3773, 0, 3275, 3404, 3219, 272, 8.12%, 42, 1, 34, 596.00, 2480219, 5322
3778, 0, 3275, 3408, 3223, 272, 8.12%, 42, 1, 34, 591.03, 2483250, 5323
3783, 0, 3275, 3410, 3225, 272, 8.12%, 42, 1, 34, 590.58, 2486289, 5323
3788, 0, 3275, 3413, 3228, 272, 8.12%, 42, 1, 34, 589.71, 2489346, 5323
3793, 0, 3275, 3416, 3231, 272, 8.12%, 43, 1, 34, 579.54, 2492228, 5323
3799, 0, 3275, 3417, 3232, 272, 8.12%, 43, 1, 34, 582.59, 2495249, 5324
3804, 0, 3275, 3419, 3234, 272, 8.12%, 43, 1, 34, 591.27, 2498288, 5324
3809, 0, 3275, 3419, 3234, 272, 8.12%, 43, 1, 34, 606.93, 2501400, 5324
3814, 0, 3350, 3419, 3233, 276, 8.12%, 43, 1, 34, 400.32, 2503056, 5324
3819, 0, 3350, 3421, 3235, 276, 8.12%, 43, 1, 34, 427.37, 2505216, 5324
3824, 0, 3350, 3422, 3236, 276, 8.12%, 43, 1, 34, 421.36, 2507327, 5324
3829, 0, 3350, 3422, 3236, 276, 8.12%, 43, 1, 34, 419.79, 2509439, 5324
3834, 0, 3350, 3423, 3237, 276, 8.12%, 43, 1, 34, 407.72, 2511431, 5324
3839, 0, 3350, 3423, 3237, 276, 8.12%, 43, 1, 34, 415.33, 2513527, 5324
3844, 0, 3350, 3423, 3237, 276, 8.12%, 43, 1, 34, 416.49, 2515655, 5324
3849, 0, 3350, 3424, 3238, 276, 8.12%, 43, 1, 34, 410.10, 2517734, 5324
3854, 0, 3350, 3425, 3239, 276, 8.12%, 43, 1, 34, 401.63, 2519757, 5324
3859, 0, 3350, 3426, 3240, 276, 8.12%, 43, 1, 34, 397.85, 2521740, 5324
3865, 0, 3350, 3426, 3240, 276, 8.12%, 43, 1, 34, 529.55, 2524470, 5324
3870, 0, 3339, 3426, 3239, 277, 8.12%, 43, 1, 34, 538.72, 2527201, 5324
3875, 0, 3339, 3426, 3239, 277, 8.12%, 43, 1, 34, 646.04, 2530589, 5324
3880, 0, 2445, 3426, 3238, 276, 8.12%, 43, 1, 34, 612.77, 2533682, 5324
3885, 0, 1326, 3427, 3238, 275, 8.12%, 43, 1, 34, 717.61, 2537077, 5324
3890, 0, 3235, 3427, 3236, 272, 8.12%, 43, 1, 34, 766.89, 2541033, 5324
3895, 0, 3235, 3427, 3236, 272, 8.12%, 43, 2, 34, 668.37, 2544033, 5324
3900, 0, 2624, 3427, 3235, 271, 8.12%, 43, 2, 34, 676.19, 2547434, 5324
3905, 0, 739, 3429, 3236, 270, 8.12%, 43, 2, 34, 744.60, 2550984, 5324
3910, 0, 3089, 3440, 3246, 269, 8.12%, 43, 2, 34, 764.52, 2554860, 5324
3915, 0, 3089, 3445, 3251, 269, 8.13%, 43, 2, 34, 781.84, 2558795, 5325
3920, 0, 3089, 3446, 3252, 269, 8.13%, 43, 2, 34, 786.54, 2562867, 5325
3926, 0, 3089, 3447, 3253, 269, 8.13%, 43, 2, 34, 796.46, 2566984, 5325
3931, 0, 3089, 3447, 3253, 269, 8.13%, 43, 2, 34, 786.74, 2571049, 5325
3936, 0, 3089, 3448, 3254, 269, 8.13%, 43, 2, 34, 774.10, 2574926, 5325
3941, 0, 3089, 3448, 3254, 269, 8.13%, 44, 2, 34, 127.73, 2578932, 5325
3947, 0, 3089, 3449, 3255, 269, 8.13%, 44, 2, 34, 793.53, 2583034, 5326
3952, 0, 3089, 3451, 3257, 269, 8.13%, 44, 2, 34, 764.73, 2587028, 5326
3957, 0, 2902, 3451, 3256, 269, 8.13%, 44, 2, 34, 727.22, 2590653, 5326
3962, 0, 3323, 3451, 3254, 267, 8.13%, 44, 2, 34, 738.17, 2594424, 5326
3967, 0, 3323, 3451, 3254, 267, 8.13%, 44, 2, 34, 665.23, 2597618, 5326
3972, 0, 1987, 3452, 3254, 267, 8.14%, 44, 2, 34, 645.63, 2600728, 5335
3977, 0, 3063, 3452, 3253, 266, 8.14%, 44, 2, 34, 597.43, 2603749, 5335
3982, 0, 3267, 3452, 3252, 265, 8.14%, 44, 2, 34, 596.55, 2606781, 5335
3987, 0, 2157, 3453, 3252, 264, 8.14%, 44, 2, 34, 603.60, 2609799, 5335
3992, 0, 1477, 3453, 3251, 263, 8.14%, 44, 2, 34, 788.77, 2613952, 5335
3997, 0, 976, 3454, 3251, 262, 8.14%, 44, 2, 34, 738.62, 2617696, 5335
4002, 0, 2397, 3454, 3250, 261, 8.14%, 44, 2, 34, 690.62, 2621090, 5335
4007, 0, 3422, 3455, 3250, 260, 8.14%, 44, 2, 34, 708.48, 2624660, 5335
4012, 0, 3303, 3456, 3250, 259, 8.14%, 44, 2, 34, 544.81, 2627465, 5336
4017, 0, 3303, 3457, 3251, 259, 8.14%, 44, 2, 34, 483.14, 2629752, 5336
4023, 0, 2369, 3458, 3251, 258, 8.14%, 44, 2, 34, 607.85, 2632952, 5336
4028, 0, 2348, 3458, 3250, 256, 8.14%, 44, 3, 34, 680.21, 2635779, 5336
4033, 0, 2348, 3461, 3253, 256, 8.14%, 44, 3, 34, 587.32, 2638619, 5336
4038, 0, 2348, 3463, 3255, 256, 8.14%, 44, 3, 34, 586.33, 2641647, 5336
4043, 0, 2348, 3463, 3255, 256, 8.14%, 44, 3, 34, 571.50, 2644573, 5336
4048, 0, 2348, 3463, 3255, 256, 8.14%, 44, 3, 34, 581.98, 2647609, 5336
4053, 0, 2348, 3463, 3255, 256, 8.14%, 44, 3, 34, 583.83, 2650535, 5336
4059, 0, 2348, 3465, 3257, 256, 8.14%, 44, 3, 34, 593.55, 2653607, 5337
4064, 0, 2348, 3466, 3258, 256, 8.14%, 44, 3, 34, 588.64, 2656573, 5337
4069, 0, 2348, 3466, 3258, 256, 8.14%, 44, 3, 34, 587.78, 2659510, 5337
4074, 0, 2348, 3466, 3258, 256, 8.14%, 44, 3, 34, 592.13, 2662571, 5337
4079, 0, 3354, 3471, 3262, 257, 8.16%, 44, 3, 34, 367.30, 2664401, 5349
4084, 0, 3354, 3498, 3289, 257, 8.24%, 44, 3, 34, 370.92, 2666312, 5400
4089, 0, 3354, 3507, 3298, 257, 8.24%, 44, 3, 34, 394.34, 2668349, 5400
4094, 0, 3354, 3510, 3301, 257, 8.24%, 44, 3, 34, 380.64, 2670274, 5400
4099, 0, 3354, 3512, 3303, 257, 8.24%, 44, 3, 34, 396.96, 2672311, 5401
4104, 0, 3354, 3515, 3306, 257, 8.24%, 44, 3, 34, 404.50, 2674395, 5401
4110, 0, 3354, 3516, 3307, 257, 8.24%, 44, 3, 34, 404.57, 2676522, 5401
4115, 0, 3354, 3516, 3307, 257, 8.24%, 44, 3, 34, 399.28, 2678569, 5401
4120, 0, 3354, 3516, 3307, 257, 8.24%, 44, 3, 34, 395.76, 2680585, 5401
4125, 0, 3354, 3516, 3307, 257, 8.24%, 44, 3, 34, 401.85, 2682602, 5401
4130, 0, 3354, 3516, 3307, 257, 8.24%, 44, 3, 34, 407.72, 2684690, 5401
4135, 0, 3354, 3523, 3314, 257, 8.25%, 44, 3, 34, 319.32, 2686362, 5405
4140, 0, 3354, 3527, 3318, 257, 8.25%, 44, 3, 34, 266.76, 2687682, 5405
4146, 0, 3354, 3533, 3324, 257, 8.25%, 44, 3, 34, 515.88, 2690190, 5409
4151, 0, 3451, 3536, 3326, 262, 8.25%, 44, 3, 34, 665.81, 2693899, 5409
4156, 0, 3451, 3536, 3326, 262, 8.25%, 45, 3, 34, 670.50, 2697274, 5409
4161, 0, 3425, 3536, 3324, 260, 8.25%, 46, 3, 34, 594.29, 2700368, 5409
4166, 0, 3425, 3539, 3327, 260, 8.25%, 46, 3, 34, 372.23, 2701859, 5409
4171, 0, 3425, 3540, 3328, 260, 8.25%, 46, 3, 34, 371.23, 2703728, 5409
4176, 0, 3425, 3542, 3330, 260, 8.25%, 46, 3, 34, 372.74, 2705604, 5409
4181, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 381.45, 2707592, 5409
4186, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 382.19, 2709524, 5409
4191, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 382.67, 2711442, 5409
4196, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 381.68, 2713374, 5409
4201, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 376.93, 2715243, 5409
4206, 0, 3425, 3543, 3331, 260, 8.25%, 46, 3, 34, 379.88, 2717154, 5409
4212, 0, 3425, 3544, 3332, 260, 8.25%, 46, 3, 34, 392.39, 2719142, 5409
4217, 0, 3425, 3544, 3332, 260, 8.25%, 46, 3, 34, 390.78, 2721102, 5409
4222, 0, 3441, 3544, 3331, 260, 8.25%, 46, 3, 34, 602.72, 2724153, 5409
4227, 0, 3475, 3544, 3330, 259, 8.25%, 46, 3, 34, 621.27, 2727771, 5409
4232, 0, 3475, 3544, 3330, 259, 8.25%, 46, 3, 34, 436.48, 2729577, 5409
4237, 0, 2881, 3544, 3329, 258, 8.25%, 46, 3, 34, 644.62, 2733113, 5409
4242, 0, 313, 3545, 3329, 258, 8.25%, 46, 3, 34, 690.79, 2736717, 5409
4247, 0, 3475, 3546, 3329, 257, 8.25%, 46, 3, 34, 582.27, 2739952, 5409
4253, 0, 3475, 3546, 3329, 257, 8.25%, 46, 3, 34, 452.17, 2742070, 5409
4258, 0, 3475, 3546, 3329, 257, 8.25%, 46, 3, 34, 436.24, 2744262, 5409
4263, 0, 3475, 3546, 3329, 257, 8.25%, 46, 3, 34, 425.90, 2746390, 5409
4268, 0, 3475, 3546, 3329, 257, 8.25%, 46, 3, 34, 434.28, 2748646, 5409
4273, 0, 3475, 3547, 3330, 257, 8.25%, 46, 3, 34, 431.33, 2750893, 5409
4278, 0, 3475, 3547, 3330, 257, 8.25%, 46, 3, 34, 423.25, 2753037, 5409
4283, 0, 3475, 3548, 3331, 257, 8.25%, 46, 3, 34, 426.98, 2755204, 5409
4288, 0, 3475, 3549, 3332, 257, 8.25%, 46, 3, 34, 428.33, 2757435, 5409
4293, 0, 3475, 3549, 3332, 257, 8.25%, 46, 3, 34, 434.31, 2759627, 5409
4298, 0, 3475, 3549, 3332, 257, 8.25%, 46, 3, 34, 429.48, 2761771, 5409
4304, 0, 3475, 3551, 3334, 257, 8.26%, 46, 3, 34, 571.37, 2764790, 5411
4309, 0, 3475, 3551, 3334, 257, 8.26%, 46, 3, 34, 545.58, 2767579, 5411
4314, 0, 3475, 3551, 3334, 257, 8.26%, 46, 3, 34, 553.67, 2770459, 5411
4319, 0, 3475, 3551, 3334, 257, 8.26%, 46, 3, 34, 572.23, 2773271, 5411
4324, 0, 2047, 3551, 3334, 258, 8.26%, 46, 3, 34, 581.03, 2776391, 5411
4329, 0, 2047, 3554, 3337, 258, 8.26%, 46, 3, 34, 586.46, 2779257, 5411
4334, 0, 2047, 3555, 3338, 258, 8.26%, 46, 3, 34, 602.76, 2782400, 5411
4340, 0, 2047, 3555, 3338, 258, 8.26%, 46, 3, 34, 620.96, 2785652, 5411
4344, 0, 2047, 3555, 3338, 258, 8.26%, 46, 3, 34, 623.73, 2788615, 5411
